"Any","Id_aforament","Mes","Codi_tipus_dia","Desc_tipus_dia","Valor_IMD"
2022,"10008",9,2,"laborables", 3776
2022,"10008",9,3,"divendres", 3879
2022,"10008",9,4,"dissabte", 2784
2022,"10008",9,5,"diumenge", 2487
2022,"10008",10,1,"dilluns", 3721
2022,"10008",10,2,"laborables", 3820
2022,"10008",10,3,"divendres", 4050
2022,"10008",10,4,"dissabte", 3083
2022,"10008",10,5,"diumenge", 2463
2022,"10008",11,1,"dilluns", 3693
2022,"10008",11,2,"laborables", 3801
2022,"10008",11,3,"divendres", 4012
2022,"10008",11,4,"dissabte", 3135
2022,"10008",11,5,"diumenge", 2487
2022,"10008",12,1,"dilluns", 4329
2022,"10008",12,2,"laborables", 4186
2022,"10008",12,3,"divendres", 3982
2022,"10008",12,4,"dissabte", 3230
2022,"10008",12,5,"diumenge", 2739
2022,"10009",1,1,"dilluns", 5979
2022,"10009",1,2,"laborables", 5942
2022,"10009",1,3,"divendres", 6276
2022,"10009",1,4,"dissabte", 4831
2022,"10009",1,5,"diumenge", 3266
2022,"10009",2,1,"dilluns", 6237
2022,"10009",2,2,"laborables", 6562
2022,"10009",2,3,"divendres", 6993
2022,"10009",2,4,"dissabte", 5414
2022,"10009",2,5,"diumenge", 3761
2022,"10009",3,1,"dilluns", 6358
2022,"10009",3,2,"laborables", 6516
2022,"10009",3,3,"divendres", 7003
2022,"10009",3,4,"dissabte", 5482
2022,"10009",3,5,"diumenge", 3729
2022,"10009",4,1,"dilluns", 5960
2022,"10009",4,2,"laborables", 6214
2022,"10009",4,3,"divendres", 6956
2022,"10009",4,4,"dissabte", 5243
2022,"10009",4,5,"diumenge", 3520
2022,"10009",5,1,"dilluns", 5751
2022,"10009",5,2,"laborables", 6095
2022,"10009",5,3,"divendres", 6691
2022,"10009",5,4,"dissabte", 5266
2022,"10009",5,5,"diumenge", 4174
2022,"10009",6,1,"dilluns", 5828
2022,"10009",6,2,"laborables", 6406
2022,"10009",6,3,"divendres", 6668
2022,"10009",6,4,"dissabte", 4661
2022,"10009",6,5,"diumenge", 3283
2022,"10009",7,1,"dilluns", 5843
2022,"10009",7,2,"laborables", 6019
2022,"10009",7,3,"divendres", 6403
2022,"10009",7,4,"dissabte", 4624
2022,"10009",7,5,"diumenge", 3399
2022,"10009",8,1,"dilluns", 4916
2022,"10009",8,2,"laborables", 4808
2022,"10009",8,3,"divendres", 4794
2022,"10009",8,4,"dissabte", 3694
2022,"10009",8,5,"diumenge", 2886
2022,"10009",9,1,"dilluns", 5768
2022,"10009",9,2,"laborables", 5940
2022,"10009",9,3,"divendres", 6598
2022,"10009",9,4,"dissabte", 4602
2022,"10009",9,5,"diumenge", 3556
2022,"10009",10,1,"dilluns", 5653
2022,"10009",10,2,"laborables", 6064
2022,"10009",10,3,"divendres", 6624
2022,"10009",10,4,"dissabte", 5272
2022,"10009",10,5,"diumenge", 3687
2022,"10009",11,1,"dilluns", 5957
2022,"10009",11,2,"laborables", 6002
2022,"10009",11,3,"divendres", 6497
2022,"10009",11,4,"dissabte", 5450
2022,"10009",11,5,"diumenge", 3770
2022,"10009",12,1,"dilluns", 6150
2022,"10009",12,2,"laborables", 6190
2022,"10009",12,3,"divendres", 6311
2022,"10009",12,4,"dissabte", 5233
2022,"10009",12,5,"diumenge", 3713
2022,"1001",1,1,"dilluns", 28709
2022,"1001",1,2,"laborables", 29539
2022,"1001",1,3,"divendres", 29869
2022,"1001",1,4,"dissabte", 22673
2022,"1001",1,5,"diumenge", 17760
2022,"1001",2,1,"dilluns", 32639
2022,"1001",2,2,"laborables", 32294
2022,"1001",2,3,"divendres", 33870
2022,"1001",2,4,"dissabte", 23106
2022,"1001",2,5,"diumenge", 22411
2022,"1001",3,1,"dilluns", 30914
2022,"1001",3,2,"laborables", 32667
2022,"1001",3,3,"divendres", 34156
2022,"1001",3,4,"dissabte", 24338
2022,"1001",3,5,"diumenge", 21656
2022,"1001",4,1,"dilluns", 31446
2022,"1001",4,2,"laborables", 32688
2022,"1001",4,3,"divendres", 35184
2022,"1001",4,4,"dissabte", 24199
2022,"1001",4,5,"diumenge", 20285
2022,"1001",5,1,"dilluns", 33359
2022,"1001",5,2,"laborables", 34514
2022,"1001",5,3,"divendres", 36018
2022,"1001",5,4,"dissabte", 24793
2022,"1001",5,5,"diumenge", 23623
2022,"1001",6,1,"dilluns", 34320
2022,"1001",6,2,"laborables", 34483
2022,"1001",6,3,"divendres", 34620
2022,"1001",6,4,"dissabte", 22153
2022,"1001",6,5,"diumenge", 20384
2022,"1001",7,1,"dilluns", 32983
2022,"1001",7,2,"laborables", 34480
2022,"1001",7,3,"divendres", 33594
2022,"1001",7,4,"dissabte", 20832
2022,"1001",7,5,"diumenge", 20367
2022,"1001",8,1,"dilluns", 25779
2022,"1001",8,2,"laborables", 24650
2022,"1001",8,3,"divendres", 22994
2022,"1001",8,4,"dissabte", 17878
2022,"1001",8,5,"diumenge", 17209
2022,"1001",9,1,"dilluns", 32440
2022,"1001",9,2,"laborables", 33804
2022,"1001",9,3,"divendres", 33649
2022,"1001",9,4,"dissabte", 23611
2022,"1001",9,5,"diumenge", 21719
2022,"1001",10,1,"dilluns", 31778
2022,"1001",10,2,"laborables", 33895
2022,"1001",10,3,"divendres", 34174
2022,"1001",10,4,"dissabte", 24878
2022,"1001",10,5,"diumenge", 22112
2022,"1001",11,1,"dilluns", 32505
2022,"1001",11,2,"laborables", 33661
2022,"1001",11,3,"divendres", 36145
2022,"1001",11,4,"dissabte", 26588
2022,"1001",11,5,"diumenge", 22215
2022,"1001",12,1,"dilluns", 32721
2022,"1001",12,2,"laborables", 33088
2022,"1001",12,3,"divendres", 33465
2022,"1001",12,4,"dissabte", 24493
2022,"1001",12,5,"diumenge", 21074
2022,"10010",1,1,"dilluns", 8770
2022,"10010",1,2,"laborables", 8920
2022,"10010",1,3,"divendres", 8787
2022,"10010",1,4,"dissabte", 6502
2022,"10010",1,5,"diumenge", 4894
2022,"10010",2,1,"dilluns", 9193
2022,"10010",2,2,"laborables", 9711
2022,"10010",2,3,"divendres", 9940
2022,"10010",2,4,"dissabte", 7012
2022,"10010",2,5,"diumenge", 7569
2022,"10010",3,1,"dilluns", 9334
2022,"10010",3,2,"laborables", 9779
2022,"10010",3,3,"divendres", 9927
2022,"10010",3,4,"dissabte", 7333
2022,"10010",3,5,"diumenge", 5199
2022,"10010",4,1,"dilluns", 9489
2022,"10010",4,2,"laborables", 9813
2022,"10010",4,3,"divendres", 10550
2022,"10010",4,4,"dissabte", 7329
2022,"10010",4,5,"diumenge", 5122
2022,"10010",5,1,"dilluns", 9778
2022,"10010",5,2,"laborables", 10200
2022,"10010",5,3,"divendres", 10264
2022,"10010",5,4,"dissabte", 7612
2022,"10010",5,5,"diumenge", 6239
2022,"10010",6,1,"dilluns", 9977
2022,"10010",6,2,"laborables", 10363
2022,"10010",6,3,"divendres", 10550
2022,"10010",6,4,"dissabte", 6936
2022,"10010",6,5,"diumenge", 5221
2022,"10010",7,1,"dilluns", 9326
2022,"10010",7,2,"laborables", 9619
2022,"10010",7,3,"divendres", 9726
2022,"10010",7,4,"dissabte", 6928
2022,"10010",7,5,"diumenge", 5313
2022,"10010",8,1,"dilluns", 7699
2022,"10010",8,2,"laborables", 7571
2022,"10010",8,3,"divendres", 7451
2022,"10010",8,4,"dissabte", 5707
2022,"10010",8,5,"diumenge", 4396
2022,"10010",9,1,"dilluns", 9792
2022,"10010",9,2,"laborables", 10026
2022,"10010",9,3,"divendres", 10036
2022,"10010",9,4,"dissabte", 7097
2022,"10010",9,5,"diumenge", 5681
2022,"10010",10,1,"dilluns", 10051
2022,"10010",10,2,"laborables", 10201
2022,"10010",10,3,"divendres", 10292
2022,"10010",10,4,"dissabte", 7712
2022,"10010",10,5,"diumenge", 5793
2022,"10010",11,1,"dilluns", 9813
2022,"10010",11,2,"laborables", 10398
2022,"10010",11,3,"divendres", 10330
2022,"10010",11,4,"dissabte", 8030
2022,"10010",11,5,"diumenge", 6002
2022,"10010",12,1,"dilluns", 10627
2022,"10010",12,2,"laborables", 10867
2022,"10010",12,3,"divendres", 10714
2022,"10010",12,4,"dissabte", 7965
2022,"10010",12,5,"diumenge", 6301
2022,"10011",1,1,"dilluns", 2778
2022,"10011",1,2,"laborables", 2822
2022,"10011",1,3,"divendres", 2862
2022,"10011",1,4,"dissabte", 2017
2022,"10011",1,5,"diumenge", 1379
2022,"10011",2,1,"dilluns", 2862
2022,"10011",2,2,"laborables", 2995
2022,"10011",2,3,"divendres", 3131
2022,"10011",2,4,"dissabte", 2123
2022,"10011",2,5,"diumenge", 1457
2022,"10011",3,1,"dilluns", 2961
2022,"10011",3,2,"laborables", 3076
2022,"10011",3,3,"divendres", 3218
2022,"10011",3,4,"dissabte", 2254
2022,"10011",3,5,"diumenge", 1496
2022,"10011",4,1,"dilluns", 2858
2022,"10011",4,2,"laborables", 3009
2022,"10011",4,3,"divendres", 3377
2022,"10011",4,4,"dissabte", 2212
2022,"10011",4,5,"diumenge", 1372
2022,"10011",5,1,"dilluns", 3024
2022,"10011",5,2,"laborables", 3123
2022,"10011",5,3,"divendres", 3291
2022,"10011",5,4,"dissabte", 2264
2022,"10011",5,5,"diumenge", 1662
2022,"10011",6,1,"dilluns", 3037
2022,"10011",6,2,"laborables", 3176
2022,"10011",6,3,"divendres", 3420
2022,"10011",6,4,"dissabte", 2186
2022,"10011",6,5,"diumenge", 1508
2022,"10011",7,1,"dilluns", 2841
2022,"10011",7,2,"laborables", 2988
2022,"10011",7,3,"divendres", 3099
2022,"10011",7,4,"dissabte", 1980
2022,"10011",7,5,"diumenge", 1488
2022,"10011",8,1,"dilluns", 2275
2022,"10011",8,2,"laborables", 2191
2022,"10011",8,3,"divendres", 2244
2022,"10011",8,4,"dissabte", 1584
2022,"10011",8,5,"diumenge", 1264
2022,"10011",9,1,"dilluns", 2995
2022,"10011",9,2,"laborables", 3070
2022,"10011",9,3,"divendres", 3197
2022,"10011",9,4,"dissabte", 2013
2022,"10011",9,5,"diumenge", 1525
2022,"10011",10,1,"dilluns", 2933
2022,"10011",10,2,"laborables", 3115
2022,"10011",10,3,"divendres", 3282
2022,"10011",10,4,"dissabte", 2282
2022,"10011",10,5,"diumenge", 1500
2022,"10011",11,1,"dilluns", 2974
2022,"10011",11,2,"laborables", 3071
2022,"10011",11,3,"divendres", 3163
2022,"10011",11,4,"dissabte", 2275
2022,"10011",11,5,"diumenge", 1495
2022,"10011",12,1,"dilluns", 3102
2022,"10011",12,2,"laborables", 2999
2022,"10011",12,3,"divendres", 2922
2022,"10011",12,4,"dissabte", 2234
2022,"10011",12,5,"diumenge", 1568
2022,"10012",1,1,"dilluns", 5273
2022,"10012",1,2,"laborables", 5361
2022,"10012",1,3,"divendres", 5368
2022,"10012",1,4,"dissabte", 3998
2022,"10012",1,5,"diumenge", 3007
2022,"10012",2,1,"dilluns", 5673
2022,"10012",2,2,"laborables", 5857
2022,"10012",2,3,"divendres", 6085
2022,"10012",2,4,"dissabte", 4217
2022,"10012",2,5,"diumenge", 3238
2022,"10012",3,1,"dilluns", 5622
2022,"10012",3,2,"laborables", 5821
2022,"10012",3,3,"divendres", 5959
2022,"10012",3,4,"dissabte", 4380
2022,"10012",3,5,"diumenge", 3242
2022,"10012",4,1,"dilluns", 5529
2022,"10012",4,2,"laborables", 5747
2022,"10012",4,3,"divendres", 6495
2022,"10012",4,4,"dissabte", 4467
2022,"10012",4,5,"diumenge", 3225
2022,"10012",5,1,"dilluns", 5915
2022,"10012",5,2,"laborables", 6090
2022,"10012",5,3,"divendres", 6331
2022,"10012",5,4,"dissabte", 4587
2022,"10012",5,5,"diumenge", 3976
2022,"10012",6,1,"dilluns", 5941
2022,"10012",6,2,"laborables", 6289
2022,"10012",6,3,"divendres", 6686
2022,"10012",6,4,"dissabte", 4588
2022,"10012",6,5,"diumenge", 3606
2022,"10012",7,1,"dilluns", 5672
2022,"10012",7,2,"laborables", 5730
2022,"10012",7,3,"divendres", 5852
2022,"10012",7,4,"dissabte", 4290
2022,"10012",7,5,"diumenge", 3501
2022,"10012",8,1,"dilluns", 4777
2022,"10012",8,2,"laborables", 4652
2022,"10012",8,3,"divendres", 4626
2022,"10012",8,4,"dissabte", 3581
2022,"10012",8,5,"diumenge", 2968
2022,"10012",9,1,"dilluns", 5865
2022,"10012",9,2,"laborables", 5987
2022,"10012",9,3,"divendres", 6035
2022,"10012",9,4,"dissabte", 4195
2022,"10012",9,5,"diumenge", 3547
2022,"10012",10,1,"dilluns", 5794
2022,"10012",10,2,"laborables", 6120
2022,"10012",10,3,"divendres", 6233
2022,"10012",10,4,"dissabte", 4711
2022,"10012",10,5,"diumenge", 3621
2022,"10012",11,1,"dilluns", 5860
2022,"10012",11,2,"laborables", 6299
2022,"10012",11,3,"divendres", 6494
2022,"10012",11,4,"dissabte", 4952
2022,"10012",11,5,"diumenge", 3746
2022,"10012",12,1,"dilluns", 6412
2022,"10012",12,2,"laborables", 6636
2022,"10012",12,3,"divendres", 6185
2022,"10012",12,4,"dissabte", 4672
2022,"10012",12,5,"diumenge", 3693
2022,"10013",1,1,"dilluns", 3559
2022,"10013",1,2,"laborables", 3625
2022,"10013",1,3,"divendres", 3767
2022,"10013",1,4,"dissabte", 3124
2022,"10013",1,5,"diumenge", 2201
2022,"10013",2,1,"dilluns", 3833
2022,"10013",2,2,"laborables", 3830
2022,"10013",2,3,"divendres", 3968
2022,"10013",2,4,"dissabte", 3377
2022,"10013",2,5,"diumenge", 2507
2022,"10013",3,1,"dilluns", 3769
2022,"10013",3,2,"laborables", 3926
2022,"10013",3,3,"divendres", 3984
2022,"10013",3,4,"dissabte", 3301
2022,"10013",3,5,"diumenge", 2272
2022,"10013",4,1,"dilluns", 4005
2022,"10013",4,2,"laborables", 3929
2022,"10013",4,3,"divendres", 4503
2022,"10013",4,4,"dissabte", 3721
2022,"10013",4,5,"diumenge", 2355
2022,"10013",5,1,"dilluns", 4053
2022,"10013",5,2,"laborables", 4187
2022,"10013",5,3,"divendres", 4230
2022,"10013",5,4,"dissabte", 3629
2022,"10013",5,5,"diumenge", 2864
2022,"10013",6,1,"dilluns", 4014
2022,"10013",6,2,"laborables", 4183
2022,"10013",6,3,"divendres", 4889
2022,"10013",6,4,"dissabte", 3871
2022,"10013",6,5,"diumenge", 2808
2022,"10013",7,1,"dilluns", 3796
2022,"10013",7,2,"laborables", 3691
2022,"10013",7,3,"divendres", 3824
2022,"10013",7,4,"dissabte", 3337
2022,"10013",7,5,"diumenge", 2737
2022,"10013",8,1,"dilluns", 3090
2022,"10013",8,2,"laborables", 3102
2022,"10013",8,3,"divendres", 3133
2022,"10013",8,4,"dissabte", 2655
2022,"10013",8,5,"diumenge", 2191
2022,"10013",9,1,"dilluns", 3723
2022,"10013",9,2,"laborables", 3865
2022,"10013",9,3,"divendres", 3913
2022,"10013",9,4,"dissabte", 3235
2022,"10013",9,5,"diumenge", 2509
2022,"10013",10,1,"dilluns", 3827
2022,"10013",10,2,"laborables", 4020
2022,"10013",10,3,"divendres", 4044
2022,"10013",10,4,"dissabte", 3469
2022,"10013",10,5,"diumenge", 2373
2022,"10013",11,1,"dilluns", 3768
2022,"10013",11,2,"laborables", 3861
2022,"10013",11,3,"divendres", 4025
2022,"10013",11,4,"dissabte", 3348
2022,"10013",11,5,"diumenge", 2349
2022,"10013",12,1,"dilluns", 3822
2022,"10013",12,2,"laborables", 3883
2022,"10013",12,3,"divendres", 3845
2022,"10013",12,4,"dissabte", 3510
2022,"10013",12,5,"diumenge", 2478
2022,"10014",1,1,"dilluns","Mesura no disponible"
2022,"10014",1,2,"laborables","Mesura no disponible"
2022,"10014",1,3,"divendres","Mesura no disponible"
2022,"10014",1,4,"dissabte","Mesura no disponible"
2022,"10014",1,5,"diumenge","Mesura no disponible"
2022,"10014",2,1,"dilluns","Mesura no disponible"
2022,"10014",2,2,"laborables","Mesura no disponible"
2022,"10014",2,3,"divendres","Mesura no disponible"
2022,"10014",2,4,"dissabte","Mesura no disponible"
2022,"10014",2,5,"diumenge","Mesura no disponible"
2022,"10014",3,1,"dilluns","Mesura no disponible"
2022,"10014",3,2,"laborables","Mesura no disponible"
2022,"10014",3,3,"divendres","Mesura no disponible"
2022,"10014",3,4,"dissabte","Mesura no disponible"
2022,"10014",3,5,"diumenge","Mesura no disponible"
2022,"10014",4,1,"dilluns","Mesura no disponible"
2022,"10014",4,2,"laborables","Mesura no disponible"
2022,"10014",4,3,"divendres","Mesura no disponible"
2022,"10014",4,4,"dissabte","Mesura no disponible"
2022,"10014",4,5,"diumenge","Mesura no disponible"
2022,"10014",5,1,"dilluns","Mesura no disponible"
2022,"10014",5,2,"laborables","Mesura no disponible"
2022,"10014",5,3,"divendres","Mesura no disponible"
2022,"10014",5,4,"dissabte","Mesura no disponible"
2022,"10014",5,5,"diumenge","Mesura no disponible"
2022,"10014",6,1,"dilluns", 4257
2022,"10014",6,2,"laborables", 4390
2022,"10014",6,3,"divendres", 5198
2022,"10014",6,4,"dissabte", 4059
2022,"10014",6,5,"diumenge", 2945
2022,"10014",7,1,"dilluns", 3937
2022,"10014",7,2,"laborables", 4008
2022,"10014",7,3,"divendres", 4269
2022,"10014",7,4,"dissabte", 3627
2022,"10014",7,5,"diumenge", 2922
2022,"10014",8,1,"dilluns", 3491
2022,"10014",8,2,"laborables", 3497
2022,"10014",8,3,"divendres", 3500
2022,"10014",8,4,"dissabte", 2960
2022,"10014",8,5,"diumenge", 2430
2022,"10014",9,1,"dilluns", 4059
2022,"10014",9,2,"laborables", 4156
2022,"10014",9,3,"divendres", 4339
2022,"10014",9,4,"dissabte", 3522
2022,"10014",9,5,"diumenge", 2718
2022,"10014",10,1,"dilluns", 4095
2022,"10014",10,2,"laborables", 4274
2022,"10014",10,3,"divendres", 4485
2022,"10014",10,4,"dissabte", 3829
2022,"10014",10,5,"diumenge", 2757
2022,"10014",11,1,"dilluns", 4014
2022,"10014",11,2,"laborables", 4209
2022,"10014",11,3,"divendres", 4417
2022,"10014",11,4,"dissabte", 3781
