"Any","Id_aforament","Mes","Codi_tipus_dia","Desc_tipus_dia","Valor_IMD"
2021,"10005",7,5,"diumenge", 7102
2021,"10005",8,1,"dilluns", 9560
2021,"10005",8,2,"laborables", 9452
2021,"10005",8,3,"divendres", 9760
2021,"10005",8,4,"dissabte", 7449
2021,"10005",8,5,"diumenge", 6295
2021,"10005",9,1,"dilluns", 13107
2021,"10005",9,2,"laborables", 13306
2021,"10005",9,3,"divendres", 13312
2021,"10005",9,4,"dissabte", 9788
2021,"10005",9,5,"diumenge", 8306
2021,"10005",10,1,"dilluns", 12881
2021,"10005",10,2,"laborables", 13791
2021,"10005",10,3,"divendres", 14427
2021,"10005",10,4,"dissabte", 11104
2021,"10005",10,5,"diumenge", 8405
2021,"10005",11,1,"dilluns", 13362
2021,"10005",11,2,"laborables", 13731
2021,"10005",11,3,"divendres", 14507
2021,"10005",11,4,"dissabte", 12204
2021,"10005",11,5,"diumenge", 8477
2021,"10005",12,1,"dilluns", 12462
2021,"10005",12,2,"laborables", 12931
2021,"10005",12,3,"divendres", 13208
2021,"10005",12,4,"dissabte", 11451
2021,"10005",12,5,"diumenge", 8186
2021,"10008",1,1,"dilluns", 3589
2021,"10008",1,2,"laborables", 3660
2021,"10008",1,3,"divendres", 3662
2021,"10008",1,4,"dissabte", 2147
2021,"10008",1,5,"diumenge", 1658
2021,"10008",2,1,"dilluns", 3684
2021,"10008",2,2,"laborables", 3864
2021,"10008",2,3,"divendres", 3853
2021,"10008",2,4,"dissabte", 2572
2021,"10008",2,5,"diumenge", 1762
2021,"10008",3,1,"dilluns", 3895
2021,"10008",3,2,"laborables", 4005
2021,"10008",3,3,"divendres", 4113
2021,"10008",3,4,"dissabte", 2819
2021,"10008",3,5,"diumenge", 2046
2021,"10008",4,1,"dilluns", 4067
2021,"10008",4,2,"laborables", 4239
2021,"10008",4,3,"divendres", 4307
2021,"10008",4,4,"dissabte", 2827
2021,"10008",4,5,"diumenge", 2119
2021,"10008",5,1,"dilluns", 4580
2021,"10008",5,2,"laborables", 4728
2021,"10008",5,3,"divendres", 4864
2021,"10008",5,4,"dissabte", 3426
2021,"10008",5,5,"diumenge", 2751
2021,"10008",6,1,"dilluns", 5485
2021,"10008",6,2,"laborables", 5606
2021,"10008",6,3,"divendres", 5602
2021,"10008",6,4,"dissabte", 4095
2021,"10008",6,5,"diumenge", 3258
2021,"10008",7,1,"dilluns", 5066
2021,"10008",7,2,"laborables", 5170
2021,"10008",7,3,"divendres", 5275
2021,"10008",7,4,"dissabte", 3632
2021,"10008",7,5,"diumenge", 3118
2021,"10008",8,1,"dilluns", 3464
2021,"10008",8,2,"laborables", 3406
2021,"10008",8,3,"divendres", 3378
2021,"10008",8,4,"dissabte", 2631
2021,"10008",8,5,"diumenge", 2322
2021,"10008",9,1,"dilluns", 4238
2021,"10008",9,2,"laborables", 4290
2021,"10008",9,3,"divendres", 4170
2021,"10008",9,4,"dissabte", 3036
2021,"10008",9,5,"diumenge", 2657
2021,"10008",10,1,"dilluns", 3925
2021,"10008",10,2,"laborables", 4165
2021,"10008",10,3,"divendres", 4417
2021,"10008",10,4,"dissabte", 3578
2021,"10008",10,5,"diumenge", 2486
2021,"10008",11,1,"dilluns", 4182
2021,"10008",11,2,"laborables", 4205
2021,"10008",11,3,"divendres", 4395
2021,"10008",11,4,"dissabte", 3340
2021,"10008",11,5,"diumenge", 2641
2021,"10008",12,1,"dilluns", 4068
2021,"10008",12,2,"laborables", 4096
2021,"10008",12,3,"divendres", 4228
2021,"10008",12,4,"dissabte", 3573
2021,"10008",12,5,"diumenge", 2740
2021,"10009",1,1,"dilluns", 6792
2021,"10009",1,2,"laborables", 6637
2021,"10009",1,3,"divendres", 6711
2021,"10009",1,4,"dissabte", 3767
2021,"10009",1,5,"diumenge", 2587
2021,"10009",2,1,"dilluns", 6589
2021,"10009",2,2,"laborables", 6802
2021,"10009",2,3,"divendres", 7120
2021,"10009",2,4,"dissabte", 4465
2021,"10009",2,5,"diumenge", 2728
2021,"10009",3,1,"dilluns", 6889
2021,"10009",3,2,"laborables", 7056
2021,"10009",3,3,"divendres", 7341
2021,"10009",3,4,"dissabte", 5184
2021,"10009",3,5,"diumenge", 3052
2021,"10009",4,1,"dilluns", 6759
2021,"10009",4,2,"laborables", 7041
2021,"10009",4,3,"divendres", 7468
2021,"10009",4,4,"dissabte", 4741
2021,"10009",4,5,"diumenge", 3077
2021,"10009",5,1,"dilluns", 6810
2021,"10009",5,2,"laborables", 7165
2021,"10009",5,3,"divendres", 7479
2021,"10009",5,4,"dissabte", 5408
2021,"10009",5,5,"diumenge", 3694
2021,"10009",6,1,"dilluns", 6665
2021,"10009",6,2,"laborables", 7133
2021,"10009",6,3,"divendres", 7110
2021,"10009",6,4,"dissabte", 5257
2021,"10009",6,5,"diumenge", 3529
2021,"10009",7,1,"dilluns", 6389
2021,"10009",7,2,"laborables", 6454
2021,"10009",7,3,"divendres", 6919
2021,"10009",7,4,"dissabte", 4672
2021,"10009",7,5,"diumenge", 3257
2021,"10009",8,1,"dilluns", 5064
2021,"10009",8,2,"laborables", 4968
2021,"10009",8,3,"divendres", 5153
2021,"10009",8,4,"dissabte", 3867
2021,"10009",8,5,"diumenge", 2861
2021,"10009",9,1,"dilluns", 6310
2021,"10009",9,2,"laborables", 6654
2021,"10009",9,3,"divendres", 7247
2021,"10009",9,4,"dissabte", 4948
2021,"10009",9,5,"diumenge", 3680
2021,"10009",10,1,"dilluns", 6260
2021,"10009",10,2,"laborables", 6550
2021,"10009",10,3,"divendres", 7234
2021,"10009",10,4,"dissabte", 5567
2021,"10009",10,5,"diumenge", 3648
2021,"10009",11,1,"dilluns", 6538
2021,"10009",11,2,"laborables", 6608
2021,"10009",11,3,"divendres", 7037
2021,"10009",11,4,"dissabte", 5673
2021,"10009",11,5,"diumenge", 3914
2021,"10009",12,1,"dilluns", 6021
2021,"10009",12,2,"laborables", 6539
2021,"10009",12,3,"divendres", 6652
2021,"10009",12,4,"dissabte", 5837
2021,"10009",12,5,"diumenge", 3693
2021,"1001",1,1,"dilluns", 25496
2021,"1001",1,2,"laborables", 25290
2021,"1001",1,3,"divendres", 23895
2021,"1001",1,4,"dissabte", 9041
2021,"1001",1,5,"diumenge", 8380
2021,"1001",2,1,"dilluns", 26268
2021,"1001",2,2,"laborables", 27327
2021,"1001",2,3,"divendres", 27587
2021,"1001",2,4,"dissabte", 11681
2021,"1001",2,5,"diumenge", 9607
2021,"1001",3,1,"dilluns", 28480
2021,"1001",3,2,"laborables", 29657
2021,"1001",3,3,"divendres", 30213
2021,"1001",3,4,"dissabte", 16472
2021,"1001",3,5,"diumenge", 13499
2021,"1001",4,1,"dilluns", 28875
2021,"1001",4,2,"laborables", 30466
2021,"1001",4,3,"divendres", 29928
2021,"1001",4,4,"dissabte", 14430
2021,"1001",4,5,"diumenge", 13379
2021,"1001",5,1,"dilluns", 30734
2021,"1001",5,2,"laborables", 31873
2021,"1001",5,3,"divendres", 32367
2021,"1001",5,4,"dissabte", 21455
2021,"1001",5,5,"diumenge", 18669
2021,"1001",6,1,"dilluns", 32392
2021,"1001",6,2,"laborables", 32330
2021,"1001",6,3,"divendres", 31458
2021,"1001",6,4,"dissabte", 21266
2021,"1001",6,5,"diumenge", 18783
2021,"1001",7,1,"dilluns", 33275
2021,"1001",7,2,"laborables", 34942
2021,"1001",7,3,"divendres", 32842
2021,"1001",7,4,"dissabte", 20851
2021,"1001",7,5,"diumenge", 20777
2021,"1001",8,1,"dilluns","Mesura no disponible"
2021,"1001",8,2,"laborables","Mesura no disponible"
2021,"1001",8,3,"divendres","Mesura no disponible"
2021,"1001",8,4,"dissabte","Mesura no disponible"
2021,"1001",8,5,"diumenge","Mesura no disponible"
2021,"1001",9,1,"dilluns","Mesura no disponible"
2021,"1001",9,2,"laborables","Mesura no disponible"
2021,"1001",9,3,"divendres","Mesura no disponible"
2021,"1001",9,4,"dissabte","Mesura no disponible"
2021,"1001",9,5,"diumenge","Mesura no disponible"
2021,"1001",10,1,"dilluns","Mesura no disponible"
2021,"1001",10,2,"laborables","Mesura no disponible"
2021,"1001",10,3,"divendres","Mesura no disponible"
2021,"1001",10,4,"dissabte","Mesura no disponible"
2021,"1001",10,5,"diumenge","Mesura no disponible"
2021,"1001",11,1,"dilluns", 32832
2021,"1001",11,2,"laborables", 32790
2021,"1001",11,3,"divendres", 35758
2021,"1001",11,4,"dissabte", 26082
2021,"1001",11,5,"diumenge", 21636
2021,"1001",12,1,"dilluns", 32470
2021,"1001",12,2,"laborables", 31451
2021,"1001",12,3,"divendres", 31665
2021,"1001",12,4,"dissabte", 25890
2021,"1001",12,5,"diumenge", 20297
2021,"10010",1,1,"dilluns", 9075
2021,"10010",1,2,"laborables", 8861
2021,"10010",1,3,"divendres", 9098
2021,"10010",1,4,"dissabte", 5091
2021,"10010",1,5,"diumenge", 3854
2021,"10010",2,1,"dilluns", 8863
2021,"10010",2,2,"laborables", 9224
2021,"10010",2,3,"divendres", 9521
2021,"10010",2,4,"dissabte", 5924
2021,"10010",2,5,"diumenge", 4153
2021,"10010",3,1,"dilluns", 9573
2021,"10010",3,2,"laborables", 9585
2021,"10010",3,3,"divendres", 9876
2021,"10010",3,4,"dissabte", 6276
2021,"10010",3,5,"diumenge", 4457
2021,"10010",4,1,"dilluns", 9333
2021,"10010",4,2,"laborables", 9495
2021,"10010",4,3,"divendres", 10226
2021,"10010",4,4,"dissabte", 6239
2021,"10010",4,5,"diumenge", 4488
2021,"10010",5,1,"dilluns", 9607
2021,"10010",5,2,"laborables", 10009
2021,"10010",5,3,"divendres", 10212
2021,"10010",5,4,"dissabte", 7377
2021,"10010",5,5,"diumenge", 5416
2021,"10010",6,1,"dilluns", 9760
2021,"10010",6,2,"laborables", 10091
2021,"10010",6,3,"divendres", 9754
2021,"10010",6,4,"dissabte", 7022
2021,"10010",6,5,"diumenge", 5339
2021,"10010",7,1,"dilluns", 9192
2021,"10010",7,2,"laborables", 9309
2021,"10010",7,3,"divendres", 9369
2021,"10010",7,4,"dissabte", 6401
2021,"10010",7,5,"diumenge", 5022
2021,"10010",8,1,"dilluns", 7327
2021,"10010",8,2,"laborables", 7487
2021,"10010",8,3,"divendres", 7307
2021,"10010",8,4,"dissabte", 5499
2021,"10010",8,5,"diumenge", 4300
2021,"10010",9,1,"dilluns", 9968
2021,"10010",9,2,"laborables", 10045
2021,"10010",9,3,"divendres", 9784
2021,"10010",9,4,"dissabte", 6775
2021,"10010",9,5,"diumenge", 5542
2021,"10010",10,1,"dilluns", 9904
2021,"10010",10,2,"laborables", 10265
2021,"10010",10,3,"divendres", 10573
2021,"10010",10,4,"dissabte", 7511
2021,"10010",10,5,"diumenge", 5374
2021,"10010",11,1,"dilluns", 10253
2021,"10010",11,2,"laborables", 10314
2021,"10010",11,3,"divendres", 10189
2021,"10010",11,4,"dissabte", 8049
2021,"10010",11,5,"diumenge", 5573
2021,"10010",12,1,"dilluns", 9096
2021,"10010",12,2,"laborables", 9623
2021,"10010",12,3,"divendres", 9858
2021,"10010",12,4,"dissabte", 8810
2021,"10010",12,5,"diumenge", 5666
2021,"10011",1,1,"dilluns", 3146
2021,"10011",1,2,"laborables", 3081
2021,"10011",1,3,"divendres", 3148
2021,"10011",1,4,"dissabte", 1582
2021,"10011",1,5,"diumenge", 1123
2021,"10011",2,1,"dilluns", 3039
2021,"10011",2,2,"laborables", 3114
2021,"10011",2,3,"divendres", 3267
2021,"10011",2,4,"dissabte", 1777
2021,"10011",2,5,"diumenge", 1121
2021,"10011",3,1,"dilluns", 3204
2021,"10011",3,2,"laborables", 3201
2021,"10011",3,3,"divendres", 3334
2021,"10011",3,4,"dissabte", 1959
2021,"10011",3,5,"diumenge", 1300
2021,"10011",4,1,"dilluns", 3184
2021,"10011",4,2,"laborables", 3208
2021,"10011",4,3,"divendres", 3423
2021,"10011",4,4,"dissabte", 1969
2021,"10011",4,5,"diumenge", 1322
2021,"10011",5,1,"dilluns", 3139
2021,"10011",5,2,"laborables", 3270
2021,"10011",5,3,"divendres", 3446
2021,"10011",5,4,"dissabte", 2171
2021,"10011",5,5,"diumenge", 1469
2021,"10011",6,1,"dilluns", 3165
2021,"10011",6,2,"laborables", 3087
2021,"10011",6,3,"divendres", 3100
2021,"10011",6,4,"dissabte", 2144
2021,"10011",6,5,"diumenge", 1449
2021,"10011",7,1,"dilluns", 2650
2021,"10011",7,2,"laborables", 2810
2021,"10011",7,3,"divendres", 3081
2021,"10011",7,4,"dissabte", 1976
2021,"10011",7,5,"diumenge", 1418
2021,"10011",8,1,"dilluns", 2080
2021,"10011",8,2,"laborables", 1990
2021,"10011",8,3,"divendres", 2091
2021,"10011",8,4,"dissabte", 1589
2021,"10011",8,5,"diumenge", 1204
2021,"10011",9,1,"dilluns", 2932
2021,"10011",9,2,"laborables", 2992
2021,"10011",9,3,"divendres", 3178
2021,"10011",9,4,"dissabte", 1991
2021,"10011",9,5,"diumenge", 1539
2021,"10011",10,1,"dilluns", 3029
2021,"10011",10,2,"laborables", 3155
2021,"10011",10,3,"divendres", 3311
2021,"10011",10,4,"dissabte", 2255
2021,"10011",10,5,"diumenge", 1469
2021,"10011",11,1,"dilluns", 3097
2021,"10011",11,2,"laborables", 3207
2021,"10011",11,3,"divendres", 3386
2021,"10011",11,4,"dissabte", 2280
2021,"10011",11,5,"diumenge", 1575
2021,"10011",12,1,"dilluns", 2975
2021,"10011",12,2,"laborables", 3041
2021,"10011",12,3,"divendres", 3199
2021,"10011",12,4,"dissabte", 2357
2021,"10011",12,5,"diumenge", 1546
2021,"10012",1,1,"dilluns", 5429
2021,"10012",1,2,"laborables", 5345
2021,"10012",1,3,"divendres", 5529
2021,"10012",1,4,"dissabte", 3120
2021,"10012",1,5,"diumenge", 2403
2021,"10012",2,1,"dilluns", 5470
2021,"10012",2,2,"laborables", 5684
2021,"10012",2,3,"divendres", 5700
2021,"10012",2,4,"dissabte", 3549
2021,"10012",2,5,"diumenge", 2447
2021,"10012",3,1,"dilluns", 5587
2021,"10012",3,2,"laborables", 5641
2021,"10012",3,3,"divendres", 5809
2021,"10012",3,4,"dissabte", 3796
2021,"10012",3,5,"diumenge", 2802
2021,"10012",4,1,"dilluns", 5577
2021,"10012",4,2,"laborables", 5580
2021,"10012",4,3,"divendres", 5892
2021,"10012",4,4,"dissabte", 3786
2021,"10012",4,5,"diumenge", 2821
2021,"10012",5,1,"dilluns", 5521
2021,"10012",5,2,"laborables", 5799
2021,"10012",5,3,"divendres", 5970
2021,"10012",5,4,"dissabte", 4314
2021,"10012",5,5,"diumenge", 3313
2021,"10012",6,1,"dilluns", 5721
2021,"10012",6,2,"laborables", 5777
2021,"10012",6,3,"divendres", 5698
2021,"10012",6,4,"dissabte", 4278
2021,"10012",6,5,"diumenge", 3300
2021,"10012",7,1,"dilluns", 5470
2021,"10012",7,2,"laborables", 5553
2021,"10012",7,3,"divendres", 5698
2021,"10012",7,4,"dissabte", 4262
2021,"10012",7,5,"diumenge", 3303
2021,"10012",8,1,"dilluns", 4455
2021,"10012",8,2,"laborables", 4372
2021,"10012",8,3,"divendres", 4443
2021,"10012",8,4,"dissabte", 3523
2021,"10012",8,5,"diumenge", 2877
2021,"10012",9,1,"dilluns", 5814
2021,"10012",9,2,"laborables", 5892
2021,"10012",9,3,"divendres", 5729
2021,"10012",9,4,"dissabte", 4197
2021,"10012",9,5,"diumenge", 3586
2021,"10012",10,1,"dilluns", 6267
2021,"10012",10,2,"laborables", 6420
2021,"10012",10,3,"divendres", 6262
2021,"10012",10,4,"dissabte", 4629
2021,"10012",10,5,"diumenge", 3681
2021,"10012",11,1,"dilluns", 6406
2021,"10012",11,2,"laborables", 6581
2021,"10012",11,3,"divendres", 6359
2021,"10012",11,4,"dissabte", 4791
2021,"10012",11,5,"diumenge", 3619
2021,"10012",12,1,"dilluns", 5437
2021,"10012",12,2,"laborables", 5556
2021,"10012",12,3,"divendres", 5821
2021,"10012",12,4,"dissabte", 4497
2021,"10012",12,5,"diumenge", 3349
2021,"10013",1,1,"dilluns", 3537
2021,"10013",1,2,"laborables", 3470
2021,"10013",1,3,"divendres", 3501
2021,"10013",1,4,"dissabte", 2470
2021,"10013",1,5,"diumenge", 1865
2021,"10013",2,1,"dilluns", 3395
2021,"10013",2,2,"laborables", 3502
2021,"10013",2,3,"divendres", 3577
2021,"10013",2,4,"dissabte", 2643
2021,"10013",2,5,"diumenge", 1826
2021,"10013",3,1,"dilluns", 3846
2021,"10013",3,2,"laborables", 3718
2021,"10013",3,3,"divendres", 3851
2021,"10013",3,4,"dissabte", 2989
2021,"10013",3,5,"diumenge", 2097
2021,"10013",4,1,"dilluns", 3820
2021,"10013",4,2,"laborables", 3774
2021,"10013",4,3,"divendres", 3966
2021,"10013",4,4,"dissabte", 2976
2021,"10013",4,5,"diumenge", 2061
2021,"10013",5,1,"dilluns", 3916
2021,"10013",5,2,"laborables", 3950
2021,"10013",5,3,"divendres", 4024
2021,"10013",5,4,"dissabte", 3319
2021,"10013",5,5,"diumenge", 2328
2021,"10013",6,1,"dilluns", 4824
2021,"10013",6,2,"laborables", 4703
2021,"10013",6,3,"divendres", 4378
2021,"10013",6,4,"dissabte", 3602
2021,"10013",6,5,"diumenge", 2647
2021,"10013",7,1,"dilluns", 5203
2021,"10013",7,2,"laborables", 5286
2021,"10013",7,3,"divendres", 5549
2021,"10013",7,4,"dissabte", 4454
2021,"10013",7,5,"diumenge", 2977
2021,"10013",8,1,"dilluns", 4294
2021,"10013",8,2,"laborables", 4190
2021,"10013",8,3,"divendres", 4331
2021,"10013",8,4,"dissabte", 3596
2021,"10013",8,5,"diumenge", 2577
2021,"10013",9,1,"dilluns", 4617
2021,"10013",9,2,"laborables", 4676
2021,"10013",9,3,"divendres", 4796
2021,"10013",9,4,"dissabte", 3549
2021,"10013",9,5,"diumenge", 2765
2021,"10013",10,1,"dilluns", 4510
2021,"10013",10,2,"laborables", 4444
2021,"10013",10,3,"divendres", 4708
2021,"10013",10,4,"dissabte", 3773
2021,"10013",10,5,"diumenge", 2520
2021,"10013",11,1,"dilluns", 4455
2021,"10013",11,2,"laborables", 4490
2021,"10013",11,3,"divendres", 4639
2021,"10013",11,4,"dissabte", 3743
2021,"10013",11,5,"diumenge", 2599
2021,"10013",12,1,"dilluns", 3900
2021,"10013",12,2,"laborables", 4004
2021,"10013",12,3,"divendres", 4384
2021,"10013",12,4,"dissabte", 3664
2021,"10013",12,5,"diumenge", 2515
2021,"10014",1,1,"dilluns", 1365
2021,"10014",1,2,"laborables", 1323
2021,"10014",1,3,"divendres", 1297
2021,"10014",1,4,"dissabte", 964
2021,"10014",1,5,"diumenge", 794
2021,"10014",2,1,"dilluns", 1270
2021,"10014",2,2,"laborables", 1287
2021,"10014",2,3,"divendres", 1352
2021,"10014",2,4,"dissabte", 1105
2021,"10014",2,5,"diumenge", 818
2021,"10014",3,1,"dilluns", 1345
2021,"10014",3,2,"laborables", 1369
2021,"10014",3,3,"divendres", 1518
2021,"10014",3,4,"dissabte", 1148
2021,"10014",3,5,"diumenge", 888
2021,"10014",4,1,"dilluns", 1499
2021,"10014",4,2,"laborables", 1466
2021,"10014",4,3,"divendres", 1579
2021,"10014",4,4,"dissabte", 1196
2021,"10014",4,5,"diumenge", 931
2021,"10014",5,1,"dilluns", 1436
2021,"10014",5,2,"laborables", 1470
2021,"10014",5,3,"divendres", 1549
2021,"10014",5,4,"dissabte", 1330
2021,"10014",5,5,"diumenge", 1058
2021,"10014",6,1,"dilluns", 1493
2021,"10014",6,2,"laborables", 1510
2021,"10014",6,3,"divendres", 1567
2021,"10014",6,4,"dissabte", 1328
2021,"10014",6,5,"diumenge", 1075
2021,"10014",7,1,"dilluns", 1450
2021,"10014",7,2,"laborables", 1409
2021,"10014",7,3,"divendres", 1576
2021,"10014",7,4,"dissabte", 1257
2021,"10014",7,5,"diumenge", 1031
2021,"10014",8,1,"dilluns", 1241
2021,"10014",8,2,"laborables", 1251
2021,"10014",8,3,"divendres", 1303
2021,"10014",8,4,"dissabte", 1102
2021,"10014",8,5,"diumenge", 982
2021,"10014",9,1,"dilluns", 1480
2021,"10014",9,2,"laborables", 1446
2021,"10014",9,3,"divendres", 1474
2021,"10014",9,4,"dissabte", 1239
2021,"10014",9,5,"diumenge", 1099
2021,"10014",10,1,"dilluns", 1521
2021,"10014",10,2,"laborables", 1491
2021,"10014",10,3,"divendres", 1570
2021,"10014",10,4,"dissabte", 1345
2021,"10014",10,5,"diumenge", 1081
2021,"10014",11,1,"dilluns", 1396
2021,"10014",11,2,"laborables", 1545
2021,"10014",11,3,"divendres", 1641
2021,"10014",11,4,"dissabte", 1385
2021,"10014",11,5,"diumenge", 1151
2021,"10014",12,1,"dilluns", 1409
2021,"10014",12,2,"laborables", 1435
2021,"10014",12,3,"divendres", 1564
2021,"10014",12,4,"dissabte", 1355
2021,"10014",12,5,"diumenge", 1042
2021,"10015",1,1,"dilluns", 12890
2021,"10015",1,2,"laborables", 13028
2021,"10015",1,3,"divendres", 13089
2021,"10015",1,4,"dissabte", 8571
2021,"10015",1,5,"diumenge", 7275
2021,"10015",2,1,"dilluns", 12990
2021,"10015",2,2,"laborables", 13697
2021,"10015",2,3,"divendres", 14374
2021,"10015",2,4,"dissabte", 10158
2021,"10015",2,5,"diumenge", 7681
2021,"10015",3,1,"dilluns", 13938
